,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
164,14,2012-01-09,51.0,32.0,42.0,6.0,26.0,35.0,23.0,0.0,0740,1735, ,0.0,0.0,28.77,30.19,10.5,36.0,10.6
165,15,2012-01-09,35.0,15.0,25.0,5.0,13.0,21.0,40.0,0.0,0717,1629, ,0.0,0.0,29.81,30.18,1.0,16.0,2.9
166,16,2012-01-09,38.0,21.0,30.0,-1000.0,14.0,25.0,35.0,0.0,-1000,-1000, ,-1000.0,0.0,30.09,30.18,2.7,25.0,5.3
167,17,2012-01-09,55.0,32.0,44.0,-1000.0,26.0,36.0,21.0,0.0,-1000,-1000, ,0.0,0.0,29.52,30.22,4.6,1.0,5.0
168,18,2012-01-09,51.0,44.0,48.0,3.0,43.0,45.0,17.0,0.0,0731,1738,TSRA RA BR,0.0,1.32,29.54,30.08,8.0,36.0,9.0
169,19,2012-01-09,46.0,27.0,37.0,16.0,26.0,32.0,28.0,0.0,0722,1636, ,0.0,0.0,29.23,30.03,11.7,24.0,12.1
170,20,2012-01-09,50.0,44.0,47.0,-1000.0,43.0,45.0,18.0,0.0,-1000,-1000,RA BR VCTS,0.0,1.58,29.33,30.07,9.5,36.0,10.9
171,1,2012-01-10,47.0,29.0,38.0,-1000.0,24.0,32.0,27.0,0.0,-1000,-1000, ,-1000.0,-1000.0,29.69,29.86,5.4,25.0,6.5
172,2,2012-01-10,41.0,25.0,33.0,9.0,24.0,30.0,32.0,0.0,0716,1635,SN,-1000.0,-1000.0,28.74,29.86,9.6,26.0,10.0
173,3,2012-01-10,51.0,30.0,41.0,5.0,29.0,37.0,24.0,0.0,0735,1727, ,0.0,0.0,29.16,29.94,3.0,34.0,4.6
174,4,2012-01-10,58.0,41.0,50.0,-1.0,37.0,43.0,15.0,0.0,0729,1749, ,0.0,0.0,29.24,29.97,5.5,30.0,7.1
175,6,2012-01-10,60.0,35.0,48.0,-1.0,37.0,43.0,17.0,0.0,0728,1749, ,0.0,-1000.0,29.41,29.97,7.8,31.0,8.4
176,7,2012-01-10,55.0,32.0,44.0,-1000.0,28.0,36.0,21.0,0.0,-1000,-1000,RA,0.0,-1000.0,28.51,29.95,5.0,36.0,6.5
177,8,2012-01-10,59.0,41.0,-1000.0,-1000.0,38.0,44.0,-1000.0,-1000.0,-1000,-1000, ,-1000.0,0.0,29.6,-1000.0,7.4,30.0,8.1
178,9,2012-01-10,54.0,24.0,39.0,-1000.0,29.0,34.0,26.0,0.0,-1000,-1000,BR,-1000.0,0.0,29.0,29.82,2.5,17.0,3.6
179,10,2012-01-10,74.0,56.0,65.0,-1000.0,56.0,60.0,0.0,0.0,0724,1744,RA BR HZ,-1000.0,0.0,30.03,30.05,3.6,17.0,4.1
180,11,2012-01-10,76.0,47.0,62.0,9.0,54.0,57.0,3.0,0.0,0725,1744,BR,0.0,0.0,30.02,30.05,3.7,17.0,4.1
181,12,2012-01-10,75.0,48.0,62.0,-1000.0,55.0,58.0,3.0,0.0,-1000,-1000,BR,0.0,0.0,30.02,30.05,3.4,19.0,3.8
182,13,2012-01-10,56.0,28.0,42.0,-1000.0,24.0,33.0,23.0,0.0,-1000,-1000, ,-1000.0,0.0,24.13,29.96,4.1,16.0,4.5
183,14,2012-01-10,54.0,30.0,42.0,6.0,28.0,37.0,23.0,0.0,0740,1736,RA,0.0,-1000.0,28.5,29.93,6.6,36.0,8.0
184,15,2012-01-10,43.0,23.0,33.0,13.0,21.0,29.0,32.0,0.0,0717,1630, ,0.0,0.0,29.44,29.84,2.8,27.0,6.3
185,16,2012-01-10,47.0,28.0,38.0,-1000.0,25.0,32.0,27.0,0.0,-1000,-1000,SN BR,-1000.0,0.01,29.72,29.84,5.2,26.0,6.3
186,17,2012-01-10,52.0,35.0,44.0,-1000.0,28.0,37.0,21.0,0.0,-1000,-1000, ,0.0,0.0,29.22,29.95,2.2,1.0,2.5
187,18,2012-01-10,46.0,42.0,44.0,-1.0,41.0,43.0,21.0,0.0,0731,1739,TS TSRA RA DZ BR,0.0,0.49,29.34,29.89,8.0,31.0,8.9
188,19,2012-01-10,50.0,25.0,38.0,17.0,28.0,34.0,27.0,0.0,0722,1637, ,0.0,0.0,29.14,29.93,4.5,21.0,4.9
189,20,2012-01-10,47.0,42.0,45.0,-1000.0,41.0,43.0,20.0,0.0,-1000,-1000,TSRA RA BR,0.0,0.3,29.13,29.88,11.3,31.0,11.7
190,1,2012-01-11,39.0,24.0,32.0,-1000.0,21.0,29.0,33.0,0.0,-1000,-1000, ,-1000.0,0.0,29.91,30.1,3.4,7.0,4.2
191,2,2012-01-11,38.0,28.0,33.0,9.0,22.0,28.0,32.0,0.0,0715,1636, ,0.0,0.0,28.92,30.06,1.5,9.0,4.5
192,3,2012-01-11,61.0,29.0,45.0,9.0,30.0,36.0,20.0,0.0,0735,1728,SN BR,0.5,0.02,29.08,29.79,9.5,32.0,12.1
193,4,2012-01-11,77.0,38.0,58.0,7.0,36.0,-1000.0,7.0,0.0,0729,1749, ,0.0,0.0,29.1,-1000.0,3.7,29.0,6.3
194,6,2012-01-11,76.0,29.0,53.0,4.0,36.0,45.0,12.0,0.0,0728,1749, ,0.0,0.0,29.28,29.81,5.8,24.0,9.9
195,7,2012-01-11,53.0,28.0,41.0,-1000.0,27.0,34.0,24.0,0.0,-1000,-1000,SN BR,-1000.0,-1000.0,28.47,29.84,12.5,34.0,15.8
196,8,2012-01-11,72.0,41.0,-1000.0,-1000.0,36.0,47.0,-1000.0,-1000.0,-1000,-1000, ,-1000.0,0.0,29.45,-1000.0,6.4,25.0,8.9
197,9,2012-01-11,38.0,14.0,26.0,-1000.0,22.0,25.0,39.0,0.0,-1000,-1000,SN BR,-1000.0,-1000.0,28.99,29.76,13.0,32.0,14.1
198,10,2012-01-11,75.0,59.0,67.0,-1000.0,55.0,60.0,0.0,2.0,0724,1745,RA,-1000.0,0.04,29.77,29.78,10.4,20.0,13.0
199,11,2012-01-11,73.0,55.0,64.0,11.0,55.0,59.0,1.0,0.0,0725,1745,RA,0.0,-1000.0,29.75,29.78,9.3,21.0,11.3
200,12,2012-01-11,76.0,59.0,68.0,-1000.0,56.0,60.0,0.0,3.0,-1000,-1000, ,0.0,-1000.0,29.75,29.79,8.7,22.0,10.8
201,13,2012-01-11,41.0,3.0,-1000.0,-1000.0,12.0,16.0,-1000.0,-1000.0,-1000,-1000,SN FZFG BR,-1000.0,0.01,24.24,30.15,5.3,4.0,8.8
202,14,2012-01-11,56.0,29.0,43.0,7.0,28.0,35.0,22.0,0.0,0740,1737,SN,-1000.0,-1000.0,28.45,29.82,14.2,35.0,15.6
203,15,2012-01-11,34.0,21.0,28.0,8.0,18.0,25.0,37.0,0.0,0717,1631,SN BR,0.0,0.0,29.67,30.09,1.1,36.0,3.2
204,16,2012-01-11,38.0,23.0,31.0,-1000.0,22.0,29.0,34.0,0.0,-1000,-1000, ,-1000.0,0.0,29.93,30.07,3.2,8.0,5.9
205,17,2012-01-11,62.0,24.0,43.0,-1000.0,27.0,35.0,22.0,0.0,-1000,-1000,SN BR,-1000.0,0.02,29.15,29.82,5.7,33.0,5.9
206,18,2012-01-11,65.0,36.0,51.0,6.0,39.0,45.0,14.0,0.0,0731,1740, ,0.0,0.0,29.26,29.76,3.6,34.0,8.1
207,19,2012-01-11,55.0,28.0,42.0,22.0,29.0,35.0,23.0,0.0,0721,1638,BR HZ,0.0,0.0,28.85,29.64,0.7,21.0,2.5
208,20,2012-01-11,64.0,37.0,51.0,-1000.0,39.0,45.0,14.0,0.0,-1000,-1000, ,0.0,0.0,29.05,29.76,4.4,31.0,9.2
209,1,2012-01-12,40.0,31.0,36.0,-1000.0,31.0,34.0,29.0,0.0,-1000,-1000,RA SN BR,-1000.0,0.69,29.62,29.74,10.7,5.0,12.3
210,2,2012-01-12,33.0,30.0,32.0,8.0,31.0,31.0,33.0,0.0,0715,1637,RA SN FG+ FG FZFG BR UP,3.6,1.06,28.62,29.69,10.5,5.0,10.7
211,3,2012-01-12,35.0,21.0,28.0,-8.0,9.0,23.0,37.0,0.0,0735,1729, ,0.0,0.0,29.39,30.11,14.5,30.0,15.1
212,4,2012-01-12,50.0,33.0,42.0,-9.0,16.0,33.0,23.0,0.0,0729,1750, ,0.0,0.0,29.54,30.24,8.2,34.0,8.3
213,6,2012-01-12,51.0,28.0,40.0,-9.0,18.0,33.0,25.0,0.0,0728,1750, ,0.0,0.0,29.7,30.22,13.3,34.0,13.9
214,7,2012-01-12,36.0,18.0,27.0,-1000.0,3.0,21.0,38.0,0.0,-1000,-1000, ,0.0,0.0,28.77,30.17,12.4,31.0,12.8
215,8,2012-01-12,54.0,32.0,-1000.0,-1000.0,20.0,34.0,-1000.0,-1000.0,-1000,-1000, ,-1000.0,0.0,29.83,-1000.0,12.1,34.0,13.0
216,9,2012-01-12,16.0,11.0,14.0,-1000.0,5.0,12.0,51.0,0.0,-1000,-1000,SN,-1000.0,-1000.0,29.08,29.86,18.0,33.0,18.2
217,10,2012-01-12,75.0,52.0,64.0,-1000.0,52.0,58.0,1.0,0.0,0724,1746, ,-1000.0,0.0,29.8,29.84,10.7,24.0,11.4
218,11,2012-01-12,74.0,47.0,61.0,8.0,52.0,56.0,4.0,0.0,0725,1746,BR,0.0,0.0,29.79,29.84,10.8,24.0,11.4
219,12,2012-01-12,74.0,49.0,62.0,-1000.0,53.0,58.0,3.0,0.0,-1000,-1000, ,0.0,0.0,29.79,29.84,10.0,24.0,10.5
220,13,2012-01-12,40.0,-1.0,20.0,-1000.0,3.0,18.0,45.0,0.0,-1000,-1000, ,-1000.0,0.0,24.24,30.23,3.2,25.0,6.5
221,14,2012-01-12,37.0,18.0,28.0,-8.0,2.0,22.0,37.0,0.0,0739,1738, ,0.0,0.0,28.76,30.16,16.8,32.0,17.3
222,15,2012-01-12,32.0,26.0,29.0,9.0,26.0,28.0,36.0,0.0,0716,1632,SN FZFG BR UP,3.7,0.34,29.44,29.78,6.9,4.0,7.7
223,16,2012-01-12,41.0,31.0,36.0,-1000.0,34.0,36.0,29.0,0.0,-1000,-1000,RA SN BR,-1000.0,0.98,29.64,29.7,10.0,4.0,12.5
224,17,2012-01-12,35.0,23.0,29.0,-1000.0,7.0,22.0,36.0,0.0,-1000,-1000, ,0.0,0.0,29.46,30.14,5.3,30.0,7.2
225,18,2012-01-12,42.0,29.0,36.0,-9.0,14.0,29.0,29.0,0.0,0730,1741, ,0.0,0.0,29.7,30.2,12.6,32.0,12.9
226,19,2012-01-12,36.0,20.0,28.0,8.0,-1000.0,-1000.0,37.0,0.0,0721,1639,DZ SN BR HZ,6.1,0.35,28.72,-1000.0,13.2,34.0,14.1
227,20,2012-01-12,43.0,27.0,35.0,-1000.0,13.0,28.0,30.0,0.0,-1000,-1000, ,0.0,0.0,29.48,30.18,13.2,32.0,14.4
228,1,2012-01-13,50.0,30.0,40.0,-1000.0,27.0,32.0,25.0,0.0,-1000,-1000,RA FZRA FG+ FG BR UP,-1000.0,0.02,29.24,29.41,8.7,24.0,12.7
229,2,2012-01-13,40.0,24.0,32.0,8.0,24.0,28.0,33.0,0.0,0715,1638,FZRA FG+ FZFG UP,-1000.0,0.09,28.3,29.4,9.7,24.0,15.8
230,3,2012-01-13,48.0,20.0,34.0,-2.0,10.0,26.0,31.0,0.0,0734,1730, ,0.0,0.0,29.41,30.16,3.5,23.0,5.6
231,4,2012-01-13,58.0,32.0,45.0,-6.0,22.0,36.0,20.0,0.0,0728,1751, ,0.0,0.0,29.59,30.3,1.6,28.0,3.9
232,6,2012-01-13,59.0,26.0,43.0,-6.0,23.0,35.0,22.0,0.0,0728,1751, ,0.0,0.0,29.77,30.3,2.1,21.0,3.7
233,7,2012-01-13,52.0,17.0,35.0,-1000.0,17.0,28.0,30.0,0.0,-1000,-1000, ,0.0,0.0,28.76,30.18,5.9,22.0,6.5
234,8,2012-01-13,55.0,30.0,-1000.0,-1000.0,26.0,36.0,-1000.0,-1000.0,-1000,-1000, ,-1000.0,0.0,29.94,-1000.0,1.6,23.0,2.4
235,9,2012-01-13,14.0,8.0,11.0,-1000.0,4.0,10.0,54.0,0.0,-1000,-1000,SN,-1000.0,-1000.0,29.23,30.02,6.0,32.0,7.6
236,10,2012-01-13,65.0,43.0,54.0,-1000.0,23.0,39.0,11.0,0.0,0724,1747, ,-1000.0,0.0,30.06,30.12,8.6,29.0,9.3
237,11,2012-01-13,63.0,38.0,51.0,-2.0,21.0,37.0,14.0,0.0,0725,1746, ,0.0,0.0,30.04,30.13,9.6,28.0,10.0
238,12,2012-01-13,65.0,42.0,54.0,-1000.0,22.0,39.0,11.0,0.0,-1000,-1000, ,0.0,0.0,30.03,30.12,9.5,29.0,10.3
239,13,2012-01-13,44.0,19.0,32.0,-1000.0,7.0,25.0,33.0,0.0,-1000,-1000, ,-1000.0,0.0,24.23,30.11,7.4,26.0,8.6
240,14,2012-01-13,52.0,18.0,35.0,-1.0,15.0,27.0,30.0,0.0,0739,1739, ,0.0,0.0,28.74,30.17,4.4,23.0,5.8
241,15,2012-01-13,36.0,26.0,31.0,11.0,25.0,28.0,34.0,0.0,0716,1634,FZRA SN BR UP,0.0,0.11,29.0,29.38,5.2,25.0,6.9
242,16,2012-01-13,54.0,30.0,42.0,-1000.0,27.0,33.0,23.0,0.0,-1000,-1000,RA FG BR,-1000.0,0.06,29.28,29.38,9.6,24.0,13.5
243,17,2012-01-13,49.0,15.0,32.0,-1000.0,10.0,25.0,33.0,0.0,-1000,-1000, ,0.0,0.0,29.48,30.19,2.0,22.0,2.2
244,18,2012-01-13,56.0,28.0,42.0,-3.0,24.0,35.0,23.0,0.0,0730,1742, ,0.0,0.0,29.7,30.23,3.8,20.0,3.9
245,19,2012-01-13,22.0,18.0,20.0,0.0,14.0,19.0,45.0,0.0,0721,1640,SN,0.6,0.05,29.11,29.84,11.0,30.0,11.1
246,20,2012-01-13,57.0,27.0,42.0,-1000.0,21.0,35.0,23.0,0.0,-1000,-1000, ,0.0,0.0,29.5,30.22,3.4,21.0,4.0
247,1,2012-01-14,35.0,14.0,25.0,-1000.0,12.0,23.0,40.0,0.0,-1000,-1000, ,-1000.0,0.0,29.58,29.81,11.1,28.0,12.5
248,2,2012-01-14,28.0,12.0,20.0,-3.0,8.0,19.0,45.0,0.0,0714,1639, ,0.0,0.0,28.64,29.81,16.1,27.0,16.7
249,3,2012-01-14,55.0,31.0,43.0,7.0,21.0,34.0,22.0,0.0,0734,1731, ,0.0,0.0,29.47,30.2,5.1,29.0,6.7
250,4,2012-01-14,67.0,31.0,49.0,-2.0,24.0,-1000.0,16.0,0.0,0728,1752, ,0.0,0.0,29.62,-1000.0,1.5,21.0,1.9
251,6,2012-01-14,66.0,22.0,44.0,-5.0,25.0,36.0,21.0,0.0,0728,1752, ,0.0,0.0,29.8,30.35,4.1,21.0,4.4
252,7,2012-01-14,57.0,29.0,43.0,-1000.0,16.0,33.0,22.0,0.0,-1000,-1000, ,0.0,0.0,28.83,30.23,2.6,32.0,7.8
253,8,2012-01-14,63.0,30.0,-1000.0,-1000.0,30.0,39.0,-1000.0,-1000.0,-1000,-1000, ,-1000.0,0.0,29.99,-1000.0,4.0,22.0,4.6
254,9,2012-01-14,21.0,6.0,14.0,-1000.0,9.0,13.0,51.0,0.0,-1000,-1000,SN BR HZ,-1000.0,0.01,29.31,30.1,4.7,14.0,5.3
255,10,2012-01-14,57.0,37.0,47.0,-1000.0,21.0,37.0,18.0,0.0,0724,1748, ,-1000.0,0.0,30.27,30.31,7.3,31.0,8.4
256,11,2012-01-14,56.0,29.0,43.0,-10.0,21.0,34.0,22.0,0.0,0724,1747, ,0.0,0.0,30.27,30.31,5.6,30.0,6.1
257,12,2012-01-14,56.0,33.0,45.0,-1000.0,22.0,36.0,20.0,0.0,-1000,-1000, ,0.0,0.0,30.26,30.31,7.8,31.0,8.4
258,13,2012-01-14,53.0,20.0,37.0,-1000.0,12.0,30.0,28.0,0.0,-1000,-1000, ,-1000.0,0.0,24.24,30.08,8.0,20.0,9.4
259,14,2012-01-14,58.0,29.0,44.0,8.0,15.0,33.0,21.0,0.0,0739,1740, ,0.0,0.0,28.81,30.22,2.9,34.0,7.6
260,15,2012-01-14,31.0,5.0,18.0,-2.0,10.0,19.0,47.0,0.0,0715,1635, ,0.0,0.0,29.34,29.8,11.0,30.0,12.3
261,16,2012-01-14,35.0,15.0,25.0,-1000.0,12.0,23.0,40.0,0.0,-1000,-1000, ,-1000.0,0.0,29.62,29.78,10.9,28.0,12.3
262,17,2012-01-14,56.0,23.0,40.0,-1000.0,19.0,31.0,25.0,0.0,-1000,-1000, ,0.0,0.0,29.54,30.23,0.9,29.0,2.6
263,18,2012-01-14,67.0,37.0,52.0,7.0,28.0,40.0,13.0,0.0,0730,1743, ,0.0,0.0,29.73,30.26,2.5,19.0,4.3
264,19,2012-01-14,21.0,14.0,18.0,-2.0,9.0,15.0,47.0,0.0,0720,1641,SN,0.3,0.01,29.38,30.12,5.4,27.0,5.7
265,20,2012-01-14,69.0,42.0,56.0,-1000.0,26.0,42.0,9.0,0.0,-1000,-1000, ,0.0,0.0,29.53,30.25,5.7,24.0,7.3
266,1,2012-01-15,16.0,4.0,10.0,-1000.0,-5.0,7.0,55.0,0.0,-1000,-1000, ,-1000.0,0.0,30.09,30.31,11.2,31.0,11.6
267,2,2012-01-15,13.0,2.0,8.0,-15.0,-3.0,5.0,57.0,0.0,0714,1640, ,0.0,0.0,29.05,30.28,13.6,31.0,13.8
268,3,2012-01-15,64.0,32.0,48.0,12.0,28.0,40.0,17.0,0.0,0734,1732, ,0.0,0.0,29.29,30.06,16.3,17.0,16.5
269,4,2012-01-15,64.0,37.0,51.0,0.0,41.0,48.0,14.0,0.0,0728,1753, ,0.0,0.0,29.53,30.26,2.7,18.0,4.4
270,6,2012-01-15,64.0,26.0,45.0,-4.0,42.0,46.0,20.0,0.0,0728,1753, ,0.0,-1000.0,29.7,30.27,6.9,18.0,7.0
271,7,2012-01-15,61.0,32.0,47.0,-1000.0,30.0,41.0,18.0,0.0,-1000,-1000, ,0.0,0.0,28.61,30.02,18.9,18.0,19.3
272,8,2012-01-15,64.0,34.0,-1000.0,-1000.0,45.0,49.0,-1000.0,-1000.0,-1000,-1000, ,-1000.0,0.0,29.91,-1000.0,5.6,17.0,5.9
273,9,2012-01-15,38.0,18.0,28.0,-1000.0,21.0,26.0,37.0,0.0,-1000,-1000,BR,-1000.0,0.0,29.11,29.93,11.2,14.0,11.3
274,10,2012-01-15,65.0,38.0,52.0,-1000.0,29.0,41.0,13.0,0.0,0724,1749, ,-1000.0,0.0,30.36,30.41,5.2,31.0,7.6
275,11,2012-01-15,63.0,33.0,48.0,-5.0,27.0,38.0,17.0,0.0,0724,1748, ,0.0,0.0,30.35,30.41,4.3,29.0,5.0
276,12,2012-01-15,64.0,32.0,48.0,-1000.0,30.0,40.0,17.0,0.0,-1000,-1000, ,0.0,0.0,30.35,30.41,5.1,31.0,5.4
277,13,2012-01-15,54.0,33.0,44.0,-1000.0,12.0,33.0,21.0,0.0,-1000,-1000, ,-1000.0,0.0,24.01,29.75,11.1,22.0,12.1
278,14,2012-01-15,61.0,28.0,45.0,9.0,31.0,40.0,20.0,0.0,0739,1741, ,0.0,0.0,28.61,30.03,14.7,17.0,15.1
279,15,2012-01-15,10.0,-1.0,5.0,-15.0,-7.0,2.0,60.0,0.0,0715,1636, ,0.0,0.0,29.85,30.31,11.2,31.0,11.4
280,16,2012-01-15,16.0,3.0,10.0,-1000.0,-5.0,7.0,55.0,0.0,-1000,-1000, ,-1000.0,0.0,30.1,30.27,13.8,31.0,13.8
281,17,2012-01-15,65.0,25.0,45.0,-1000.0,27.0,39.0,20.0,0.0,-1000,-1000, ,0.0,0.0,29.36,30.09,10.0,18.0,10.2
282,18,2012-01-15,65.0,38.0,52.0,6.0,37.0,46.0,13.0,0.0,0730,1744, ,0.0,0.0,29.64,30.18,12.7,17.0,13.4
283,19,2012-01-15,30.0,10.0,20.0,0.0,15.0,21.0,45.0,0.0,0720,1642,SN,-1000.0,-1000.0,29.41,30.22,10.0,18.0,10.8
284,20,2012-01-15,64.0,41.0,53.0,-1000.0,36.0,46.0,12.0,0.0,-1000,-1000, ,0.0,0.0,29.44,30.17,10.4,18.0,10.8
285,1,2012-01-16,32.0,8.0,20.0,-1000.0,3.0,17.0,45.0,0.0,-1000,-1000,SN BR,-1000.0,0.05,30.29,30.43,5.1,23.0,7.1
286,2,2012-01-16,30.0,4.0,17.0,-6.0,3.0,14.0,48.0,0.0,0713,1641,SN FZFG BR UP,2.0,0.15,29.27,30.41,8.6,24.0,12.0
287,3,2012-01-16,72.0,56.0,64.0,28.0,51.0,56.0,1.0,0.0,0734,1733, ,0.0,0.0,29.03,29.77,19.7,19.0,20.0
288,4,2012-01-16,73.0,60.0,67.0,16.0,59.0,62.0,0.0,2.0,0728,1754,BR,0.0,0.0,29.33,30.05,7.1,18.0,7.6
289,6,2012-01-16,76.0,59.0,68.0,19.0,61.0,63.0,0.0,3.0,0727,1754, ,0.0,-1000.0,29.49,30.04,13.2,19.0,13.5
290,7,2012-01-16,68.0,51.0,60.0,-1000.0,48.0,53.0,5.0,0.0,-1000,-1000, ,0.0,0.0,28.41,29.8,20.6,19.0,20.9
291,8,2012-01-16,73.0,63.0,-1000.0,-1000.0,61.0,64.0,-1000.0,-1000.0,-1000,-1000,BR,-1000.0,0.0,29.72,-1000.0,11.2,18.0,10.9
292,9,2012-01-16,32.0,20.0,26.0,-1000.0,18.0,24.0,39.0,0.0,-1000,-1000, ,-1000.0,0.0,29.1,29.88,9.8,34.0,10.4
293,10,2012-01-16,68.0,42.0,55.0,-1000.0,44.0,50.0,10.0,0.0,0724,1749, ,-1000.0,0.0,30.42,30.44,3.1,7.0,5.6
294,11,2012-01-16,68.0,30.0,49.0,-4.0,40.0,45.0,16.0,0.0,0724,1749, ,0.0,0.0,30.42,30.45,3.7,10.0,4.1
295,12,2012-01-16,67.0,36.0,52.0,-1000.0,43.0,48.0,13.0,0.0,-1000,-1000, ,0.0,0.0,30.41,30.44,2.5,12.0,3.7
296,13,2012-01-16,41.0,16.0,29.0,-1000.0,17.0,24.0,36.0,0.0,-1000,-1000,SN BR,-1000.0,0.02,23.98,29.76,1.5,32.0,7.1
297,14,2012-01-16,69.0,52.0,61.0,25.0,49.0,53.0,4.0,0.0,0738,1742, ,0.0,0.0,28.41,29.81,19.7,20.0,20.0
298,15,2012-01-16,30.0,-5.0,13.0,-7.0,2.0,12.0,52.0,0.0,0715,1637,SN,-1000.0,-1000.0,30.03,30.4,2.9,19.0,5.1
299,16,2012-01-16,32.0,7.0,20.0,-1000.0,4.0,17.0,45.0,0.0,-1000,-1000,SN BR,-1000.0,0.08,30.32,30.41,5.5,25.0,8.8
300,17,2012-01-16,73.0,56.0,65.0,-1000.0,50.0,56.0,0.0,0.0,-1000,-1000, ,0.0,0.0,29.1,29.82,16.4,20.0,16.6
301,18,2012-01-16,70.0,61.0,66.0,20.0,57.0,61.0,0.0,1.0,0730,1745, ,0.0,0.0,29.42,29.96,13.3,20.0,13.4
302,19,2012-01-16,41.0,29.0,35.0,15.0,28.0,32.0,30.0,0.0,0719,1644,BR,0.0,0.0,29.01,29.81,3.6,22.0,8.3
303,20,2012-01-16,71.0,61.0,66.0,-1000.0,57.0,61.0,0.0,1.0,-1000,-1000, ,0.0,0.0,29.23,29.96,11.0,19.0,11.1
304,1,2012-01-17,46.0,32.0,39.0,-1000.0,34.0,37.0,26.0,0.0,-1000,-1000,RA SN BR HZ,-1000.0,0.09,29.72,29.82,4.9,21.0,5.9
305,2,2012-01-17,44.0,30.0,37.0,14.0,33.0,35.0,28.0,0.0,0713,1643,RA SN FG+ BR,1.2,0.09,28.74,29.8,13.5,23.0,13.8
306,3,2012-01-17,66.0,22.0,44.0,8.0,20.0,29.0,21.0,0.0,0733,1734, ,0.0,0.0,29.56,30.24,11.6,33.0,13.7
307,4,2012-01-17,74.0,44.0,59.0,8.0,46.0,54.0,6.0,0.0,0728,1755,BR,0.0,0.0,29.46,30.12,5.6,35.0,7.8
308,6,2012-01-17,75.0,43.0,59.0,10.0,48.0,55.0,6.0,0.0,0727,1754,DZ BR HZ,0.0,-1000.0,29.62,30.11,8.8,1.0,13.9
309,7,2012-01-17,62.0,24.0,43.0,-1000.0,17.0,27.0,22.0,0.0,-1000,-1000, ,0.0,0.0,28.9,30.27,15.2,35.0,16.8
310,8,2012-01-17,77.0,46.0,-1000.0,-1000.0,50.0,57.0,-1000.0,-1000.0,-1000,-1000,RA BR HZ,-1000.0,0.0,29.73,-1000.0,3.7,35.0,9.0
311,9,2012-01-17,20.0,5.0,13.0,-1000.0,3.0,11.0,52.0,0.0,-1000,-1000,SN,-1000.0,-1000.0,29.41,30.18,12.6,32.0,13.5
312,10,2012-01-17,76.0,51.0,64.0,-1000.0,50.0,56.0,1.0,0.0,0723,1750, ,-1000.0,0.0,30.24,30.24,4.1,22.0,5.0
313,11,2012-01-17,76.0,40.0,58.0,5.0,48.0,53.0,7.0,0.0,0724,1750, ,0.0,0.0,30.22,30.25,4.4,24.0,4.5
314,12,2012-01-17,75.0,44.0,60.0,-1000.0,50.0,54.0,5.0,0.0,-1000,-1000, ,0.0,0.0,30.22,30.25,3.9,22.0,4.2
315,13,2012-01-17,27.0,5.0,16.0,-1000.0,7.0,14.0,49.0,0.0,-1000,-1000,BR,-1000.0,-1000.0,24.23,30.22,7.2,13.0,8.0
316,14,2012-01-17,62.0,25.0,44.0,8.0,17.0,28.0,21.0,0.0,0738,1743, ,0.0,0.0,28.89,30.25,16.4,35.0,17.9
317,15,2012-01-17,39.0,27.0,33.0,13.0,31.0,33.0,32.0,0.0,0714,1638,RA SN FG BR,1.4,0.22,29.47,29.79,3.1,16.0,3.4
318,16,2012-01-17,47.0,31.0,39.0,-1000.0,35.0,37.0,26.0,0.0,-1000,-1000,RA SN BR,-1000.0,0.13,29.75,29.8,6.2,21.0,6.9
319,17,2012-01-17,66.0,26.0,46.0,-1000.0,18.0,30.0,19.0,0.0,-1000,-1000, ,0.0,0.0,29.62,30.26,7.0,34.0,8.9
320,18,2012-01-17,68.0,38.0,53.0,7.0,35.0,44.0,12.0,0.0,0730,1746, ,0.0,0.0,29.68,30.18,9.4,35.0,12.0
321,19,2012-01-17,37.0,13.0,25.0,5.0,-1000.0,-1000.0,40.0,0.0,0719,1645,RA SN BR HZ BLSN,2.3,0.16,29.16,-1000.0,13.9,34.0,16.3
322,20,2012-01-17,68.0,38.0,53.0,-1000.0,35.0,45.0,12.0,0.0,-1000,-1000, ,0.0,0.0,29.47,30.16,9.2,34.0,13.1
323,1,2012-01-18,50.0,19.0,35.0,-1000.0,15.0,29.0,30.0,0.0,-1000,-1000,RA,-1000.0,-1000.0,29.55,29.79,13.7,29.0,15.9
324,2,2012-01-18,46.0,16.0,31.0,8.0,14.0,25.0,34.0,0.0,0712,1644, ,0.0,0.0,28.62,29.81,17.0,28.0,19.2
325,3,2012-01-18,45.0,17.0,31.0,-5.0,18.0,29.0,34.0,0.0,0733,1735, ,0.0,0.0,29.4,30.16,5.9,18.0,6.5
326,4,2012-01-18,66.0,36.0,51.0,-1.0,30.0,42.0,14.0,0.0,0728,1755, ,0.0,0.0,29.47,30.2,0.2,11.0,3.7
327,6,2012-01-18,64.0,35.0,50.0,1.0,31.0,41.0,15.0,0.0,0727,1755, ,0.0,0.0,29.65,30.2,1.6,2.0,7.6
328,7,2012-01-18,46.0,21.0,34.0,-1000.0,18.0,29.0,31.0,0.0,-1000,-1000, ,0.0,0.0,28.71,30.14,10.4,19.0,11.6
